Territorio;Tipología de servicios sociales;Medida;Valor;
Los Corrales;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Los Corrales;Personas de etnia gitana;Nº de centros;-;
Los Corrales;Menores del sistema de protección;Nº de centros;-;
Los Corrales;TOTAL;Nº de centros;4;
Los Molares;Población general;Nº de centros;-;
Los Molares;Personas mayores;Nº de centros;1;
Los Molares;Mujeres;Nº de centros;-;
Los Molares;Personas con discapacidad;Nº de centros;-;
Los Molares;Personas con enfermedad mental;Nº de centros;-;
Los Molares;Personas con adicciones;Nº de centros;-;
Los Molares;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Los Molares;Personas de etnia gitana;Nº de centros;-;
Los Molares;Menores del sistema de protección;Nº de centros;-;
Los Molares;TOTAL;Nº de centros;1;
Los Palacios y Villafranca;Población general;Nº de centros;1;
Los Palacios y Villafranca;Personas mayores;Nº de centros;4;
Los Palacios y Villafranca;Mujeres;Nº de centros;1;
Los Palacios y Villafranca;Personas con discapacidad;Nº de centros;1;
Los Palacios y Villafranca;Personas con enfermedad mental;Nº de centros;1;
Los Palacios y Villafranca;Personas con adicciones;Nº de centros;2;
Los Palacios y Villafranca;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Los Palacios y Villafranca;Personas de etnia gitana;Nº de centros;-;
Los Palacios y Villafranca;Menores del sistema de protección;Nº de centros;-;
Los Palacios y Villafranca;TOTAL;Nº de centros;10;
Mairena del Alcor;Población general;Nº de centros;1;
Mairena del Alcor;Personas mayores;Nº de centros;4;
Mairena del Alcor;Mujeres;Nº de centros;1;
Mairena del Alcor;Personas con discapacidad;Nº de centros;1;
Mairena del Alcor;Personas con enfermedad mental;Nº de centros;-;
Mairena del Alcor;Personas con adicciones;Nº de centros;2;
Mairena del Alcor;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Mairena del Alcor;Personas de etnia gitana;Nº de centros;-;
Mairena del Alcor;Menores del sistema de protección;Nº de centros;-;
Mairena del Alcor;TOTAL;Nº de centros;9;
Mairena del Aljarafe;Población general;Nº de centros;1;
Mairena del Aljarafe;Personas mayores;Nº de centros;8;
Mairena del Aljarafe;Mujeres;Nº de centros;1;
Mairena del Aljarafe;Personas con discapacidad;Nº de centros;4;
Mairena del Aljarafe;Personas con enfermedad mental;Nº de centros;1;
Mairena del Aljarafe;Personas con adicciones;Nº de centros;1;
Mairena del Aljarafe;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Mairena del Aljarafe;Personas de etnia gitana;Nº de centros;-;
Mairena del Aljarafe;Menores del sistema de protección;Nº de centros;-;
Mairena del Aljarafe;TOTAL;Nº de centros;16;
Marchena;Población general;Nº de centros;2;
Marchena;Personas mayores;Nº de centros;3;
Marchena;Mujeres;Nº de centros;1;
Marchena;Personas con discapacidad;Nº de centros;2;
Marchena;Personas con enfermedad mental;Nº de centros;1;
Marchena;Personas con adicciones;Nº de centros;1;
Marchena;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Marchena;Personas de etnia gitana;Nº de centros;-;
Marchena;Menores del sistema de protección;Nº de centros;-;
Marchena;TOTAL;Nº de centros;10;
Montellano;Población general;Nº de centros;1;
Montellano;Personas mayores;Nº de centros;2;
Montellano;Mujeres;Nº de centros;-;
Montellano;Personas con discapacidad;Nº de centros;1;
Montellano;Personas con enfermedad mental;Nº de centros;-;
Montellano;Personas con adicciones;Nº de centros;-;
Montellano;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Montellano;Personas de etnia gitana;Nº de centros;-;
Montellano;Menores del sistema de protección;Nº de centros;-;
Montellano;TOTAL;Nº de centros;4;
Morón de la Frontera;Población general;Nº de centros;1;
Morón de la Frontera;Personas mayores;Nº de centros;6;
Morón de la Frontera;Mujeres;Nº de centros;1;
Morón de la Frontera;Personas con discapacidad;Nº de centros;-;
Morón de la Frontera;Personas con enfermedad mental;Nº de centros;1;
Morón de la Frontera;Personas con adicciones;Nº de centros;1;
Morón de la Frontera;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Morón de la Frontera;Personas de etnia gitana;Nº de centros;-;
Morón de la Frontera;Menores del sistema de protección;Nº de centros;-;
Morón de la Frontera;TOTAL;Nº de centros;10;
Olivares;Población general;Nº de centros;1;
Olivares;Personas mayores;Nº de centros;1;
Olivares;Mujeres;Nº de centros;-;
Olivares;Personas con discapacidad;Nº de centros;1;
Olivares;Personas con enfermedad mental;Nº de centros;-;
Olivares;Personas con adicciones;Nº de centros;-;
Olivares;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Olivares;Personas de etnia gitana;Nº de centros;-;
Olivares;Menores del sistema de protección;Nº de centros;-;
Olivares;TOTAL;Nº de centros;3;
Osuna;Población general;Nº de centros;1;
Osuna;Personas mayores;Nº de centros;3;
Osuna;Mujeres;Nº de centros;1;
Osuna;Personas con discapacidad;Nº de centros;4;
Osuna;Personas con enfermedad mental;Nº de centros;1;
Osuna;Personas con adicciones;Nº de centros;1;
Osuna;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Osuna;Personas de etnia gitana;Nº de centros;-;
Osuna;Menores del sistema de protección;Nº de centros;-;
Osuna;TOTAL;Nº de centros;11;
Palomares del Río;Población general;Nº de centros;1;
Palomares del Río;Personas mayores;Nº de centros;8;
Palomares del Río;Mujeres;Nº de centros;-;
Palomares del Río;Personas con discapacidad;Nº de centros;-;
Palomares del Río;Personas con enfermedad mental;Nº de centros;-;
Palomares del Río;Personas con adicciones;Nº de centros;-;
Palomares del Río;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Palomares del Río;Personas de etnia gitana;Nº de centros;-;
Palomares del Río;Menores del sistema de protección;Nº de centros;-;
Palomares del Río;TOTAL;Nº de centros;9;
Paradas;Población general;Nº de centros;-;
Paradas;Personas mayores;Nº de centros;2;
Paradas;Mujeres;Nº de centros;-;
Paradas;Personas con discapacidad;Nº de centros;-;
Paradas;Personas con enfermedad mental;Nº de centros;-;
Paradas;Personas con adicciones;Nº de centros;-;
Paradas;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Paradas;Personas de etnia gitana;Nº de centros;-;
Paradas;Menores del sistema de protección;Nº de centros;-;
Paradas;TOTAL;Nº de centros;2;
Pedrera;Población general;Nº de centros;-;
Pedrera;Personas mayores;Nº de centros;1;
Pedrera;Mujeres;Nº de centros;-;
Pedrera;Personas con discapacidad;Nº de centros;2;
Pedrera;Personas con enfermedad mental;Nº de centros;-;
Pedrera;Personas con adicciones;Nº de centros;-;
Pedrera;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Pedrera;Personas de etnia gitana;Nº de centros;-;
Pedrera;Menores del sistema de protección;Nº de centros;-;
Pedrera;TOTAL;Nº de centros;3;
Peñaflor;Población general;Nº de centros;1;
Peñaflor;Personas mayores;Nº de centros;1;
Peñaflor;Mujeres;Nº de centros;-;
Peñaflor;Personas con discapacidad;Nº de centros;-;
Peñaflor;Personas con enfermedad mental;Nº de centros;-;
Peñaflor;Personas con adicciones;Nº de centros;-;
Peñaflor;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Peñaflor;Personas de etnia gitana;Nº de centros;-;
Peñaflor;Menores del sistema de protección;Nº de centros;-;
Peñaflor;TOTAL;Nº de centros;2;
Pilas;Población general;Nº de centros;1;
Pilas;Personas mayores;Nº de centros;3;
Pilas;Mujeres;Nº de centros;1;
Pilas;Personas con discapacidad;Nº de centros;1;
Pilas;Personas con enfermedad mental;Nº de centros;-;
Pilas;Personas con adicciones;Nº de centros;-;
Pilas;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Pilas;Personas de etnia gitana;Nº de centros;-;
Pilas;Menores del sistema de protección;Nº de centros;-;
Pilas;TOTAL;Nº de centros;6;
Pruna;Población general;Nº de centros;1;
Pruna;Personas mayores;Nº de centros;-;
Pruna;Mujeres;Nº de centros;-;
Pruna;Personas con discapacidad;Nº de centros;-;
Pruna;Personas con enfermedad mental;Nº de centros;-;
Pruna;Personas con adicciones;Nº de centros;-;
Pruna;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Pruna;Personas de etnia gitana;Nº de centros;-;
Pruna;Menores del sistema de protección;Nº de centros;-;
Pruna;TOTAL;Nº de centros;1;
Salteras;Población general;Nº de centros;1;
Salteras;Personas mayores;Nº de centros;4;
Salteras;Mujeres;Nº de centros;1;
Salteras;Personas con discapacidad;Nº de centros;2;
Salteras;Personas con enfermedad mental;Nº de centros;-;
Salteras;Personas con adicciones;Nº de centros;-;
Salteras;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Salteras;Personas de etnia gitana;Nº de centros;-;
Salteras;Menores del sistema de protección;Nº de centros;-;
Salteras;TOTAL;Nº de centros;8;
San Juan de Aznalfarache;Población general;Nº de centros;1;
San Juan de Aznalfarache;Personas mayores;Nº de centros;3;
San Juan de Aznalfarache;Mujeres;Nº de centros;1;
San Juan de Aznalfarache;Personas con discapacidad;Nº de centros;-;
San Juan de Aznalfarache;Personas con enfermedad mental;Nº de centros;-;
San Juan de Aznalfarache;Personas con adicciones;Nº de centros;-;
San Juan de Aznalfarache;Personas en situación o riesgo de exclusión social;Nº de centros;1;
San Juan de Aznalfarache;Personas de etnia gitana;Nº de centros;-;
San Juan de Aznalfarache;Menores del sistema de protección;Nº de centros;-;
San Juan de Aznalfarache;TOTAL;Nº de centros;6;
San Nicolás del Puerto;Población general;Nº de centros;-;
San Nicolás del Puerto;Personas mayores;Nº de centros;1;
San Nicolás del Puerto;Mujeres;Nº de centros;-;
San Nicolás del Puerto;Personas con discapacidad;Nº de centros;-;
San Nicolás del Puerto;Personas con enfermedad mental;Nº de centros;-;
San Nicolás del Puerto;Personas con adicciones;Nº de centros;-;
San Nicolás del Puerto;Personas en situación o riesgo de exclusión social;Nº de centros;-;
San Nicolás del Puerto;Personas de etnia gitana;Nº de centros;-;
San Nicolás del Puerto;Menores del sistema de protección;Nº de centros;-;
San Nicolás del Puerto;TOTAL;Nº de centros;1;
Sanlúcar la Mayor;Población general;Nº de centros;1;
Sanlúcar la Mayor;Personas mayores;Nº de centros;7;
Sanlúcar la Mayor;Mujeres;Nº de centros;-;
Sanlúcar la Mayor;Personas con discapacidad;Nº de centros;2;
Sanlúcar la Mayor;Personas con enfermedad mental;Nº de centros;1;
Sanlúcar la Mayor;Personas con adicciones;Nº de centros;-;
Sanlúcar la Mayor;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Sanlúcar la Mayor;Personas de etnia gitana;Nº de centros;-;
Sanlúcar la Mayor;Menores del sistema de protección;Nº de centros;-;
Sanlúcar la Mayor;TOTAL;Nº de centros;11;
Santiponce;Población general;Nº de centros;1;
Santiponce;Personas mayores;Nº de centros;4;
Santiponce;Mujeres;Nº de centros;-;
Santiponce;Personas con discapacidad;Nº de centros;3;
Santiponce;Personas con enfermedad mental;Nº de centros;-;
Santiponce;Personas con adicciones;Nº de centros;-;
Santiponce;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Santiponce;Personas de etnia gitana;Nº de centros;-;
Santiponce;Menores del sistema de protección;Nº de centros;-;
Santiponce;TOTAL;Nº de centros;8;
Sevilla (capital);Población general;Nº de centros;15;
Sevilla (capital);Personas mayores;Nº de centros;79;
Sevilla (capital);Mujeres;Nº de centros;7;
Sevilla (capital);Personas con discapacidad;Nº de centros;32;
Sevilla (capital);Personas con enfermedad mental;Nº de centros;13;
Sevilla (capital);Personas con adicciones;Nº de centros;13;
Sevilla (capital);Personas en situación o riesgo de exclusión social;Nº de centros;17;
Sevilla (capital);Personas de etnia gitana;Nº de centros;-;
Sevilla (capital);Menores del sistema de protección;Nº de centros;5;
Sevilla (capital);TOTAL;Nº de centros;181;
Tocina;Población general;Nº de centros;1;
Tocina;Personas mayores;Nº de centros;4;
Tocina;Mujeres;Nº de centros;-;
Tocina;Personas con discapacidad;Nº de centros;-;
Tocina;Personas con enfermedad mental;Nº de centros;-;
Tocina;Personas con adicciones;Nº de centros;-;
Tocina;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Tocina;Personas de etnia gitana;Nº de centros;-;
Tocina;Menores del sistema de protección;Nº de centros;-;
Tocina;TOTAL;Nº de centros;5;
Tomares;Población general;Nº de centros;1;
Tomares;Personas mayores;Nº de centros;1;
Tomares;Mujeres;Nº de centros;1;
Tomares;Personas con discapacidad;Nº de centros;1;
Tomares;Personas con enfermedad mental;Nº de centros;-;
Tomares;Personas con adicciones;Nº de centros;-;
Tomares;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Tomares;Personas de etnia gitana;Nº de centros;-;
Tomares;Menores del sistema de protección;Nº de centros;-;
Tomares;TOTAL;Nº de centros;4;
Umbrete;Población general;Nº de centros;1;
Umbrete;Personas mayores;Nº de centros;-;
Umbrete;Mujeres;Nº de centros;-;
Umbrete;Personas con discapacidad;Nº de centros;-;
Umbrete;Personas con enfermedad mental;Nº de centros;-;
Umbrete;Personas con adicciones;Nº de centros;-;
Umbrete;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Umbrete;Personas de etnia gitana;Nº de centros;-;
Umbrete;Menores del sistema de protección;Nº de centros;-;
Umbrete;TOTAL;Nº de centros;1;
Utrera;Población general;Nº de centros;1;
Utrera;Personas mayores;Nº de centros;4;
Utrera;Mujeres;Nº de centros;1;
Utrera;Personas con discapacidad;Nº de centros;2;
Utrera;Personas con enfermedad mental;Nº de centros;-;
Utrera;Personas con adicciones;Nº de centros;1;
Utrera;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Utrera;Personas de etnia gitana;Nº de centros;-;
Utrera;Menores del sistema de protección;Nº de centros;-;
Utrera;TOTAL;Nº de centros;9;
Valencina de la Concepción;Población general;Nº de centros;-;
Valencina de la Concepción;Personas mayores;Nº de centros;1;
Valencina de la Concepción;Mujeres;Nº de centros;-;
Valencina de la Concepción;Personas con discapacidad;Nº de centros;-;
Valencina de la Concepción;Personas con enfermedad mental;Nº de centros;-;
Valencina de la Concepción;Personas con adicciones;Nº de centros;-;
Valencina de la Concepción;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Valencina de la Concepción;Personas de etnia gitana;Nº de centros;-;
Valencina de la Concepción;Menores del sistema de protección;Nº de centros;-;
Valencina de la Concepción;TOTAL;Nº de centros;1;
Villamanrique de la Condesa;Población general;Nº de centros;1;
Villamanrique de la Condesa;Personas mayores;Nº de centros;-;
Villamanrique de la Condesa;Mujeres;Nº de centros;-;
Villamanrique de la Condesa;Personas con discapacidad;Nº de centros;-;
Villamanrique de la Condesa;Personas con enfermedad mental;Nº de centros;-;
Villamanrique de la Condesa;Personas con adicciones;Nº de centros;-;
Villamanrique de la Condesa;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Villamanrique de la Condesa;Personas de etnia gitana;Nº de centros;-;
Villamanrique de la Condesa;Menores del sistema de protección;Nº de centros;-;
Villamanrique de la Condesa;TOTAL;Nº de centros;1;
Villanueva del Ariscal;Población general;Nº de centros;-;
Villanueva del Ariscal;Personas mayores;Nº de centros;2;
Villanueva del Ariscal;Mujeres;Nº de centros;-;
Villanueva del Ariscal;Personas con discapacidad;Nº de centros;-;
Villanueva del Ariscal;Personas con enfermedad mental;Nº de centros;-;
Villanueva del Ariscal;Personas con adicciones;Nº de centros;-;
Villanueva del Ariscal;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Villanueva del Ariscal;Personas de etnia gitana;Nº de centros;-;
Villanueva del Ariscal;Menores del sistema de protección;Nº de centros;-;
