Territorio;Edad;Sexo;Medida;Valor;
Guillena;De 65 y más años;Mujeres;Población;1019;
Guillena;De 65 y más años;Ambos sexos;Población;1896;
Guillena;TOTAL;Hombres;Población;7154;
Guillena;TOTAL;Mujeres;Población;6956;
Guillena;TOTAL;Ambos sexos;Población;14110;
Herrera;De 0 a 15 años;Hombres;Población;496;
Herrera;De 0 a 15 años;Mujeres;Población;540;
Herrera;De 0 a 15 años;Ambos sexos;Población;1036;
Herrera;De 16 a 64 años;Hombres;Población;2206;
Herrera;De 16 a 64 años;Mujeres;Población;2085;
Herrera;De 16 a 64 años;Ambos sexos;Población;4291;
Herrera;De 65 y más años;Hombres;Población;563;
Herrera;De 65 y más años;Mujeres;Población;683;
Herrera;De 65 y más años;Ambos sexos;Población;1246;
Herrera;TOTAL;Hombres;Población;3265;
Herrera;TOTAL;Mujeres;Población;3308;
Herrera;TOTAL;Ambos sexos;Población;6573;
Huévar del Aljarafe;De 0 a 15 años;Hombres;Población;276;
Huévar del Aljarafe;De 0 a 15 años;Mujeres;Población;242;
Huévar del Aljarafe;De 0 a 15 años;Ambos sexos;Población;518;
Huévar del Aljarafe;De 16 a 64 años;Hombres;Población;1213;
Huévar del Aljarafe;De 16 a 64 años;Mujeres;Población;1128;
Huévar del Aljarafe;De 16 a 64 años;Ambos sexos;Población;2341;
Huévar del Aljarafe;De 65 y más años;Hombres;Población;238;
Huévar del Aljarafe;De 65 y más años;Mujeres;Población;267;
Huévar del Aljarafe;De 65 y más años;Ambos sexos;Población;505;
Huévar del Aljarafe;TOTAL;Hombres;Población;1727;
Huévar del Aljarafe;TOTAL;Mujeres;Población;1637;
Huévar del Aljarafe;TOTAL;Ambos sexos;Población;3364;
Isla Mayor;De 0 a 15 años;Hombres;Población;444;
Isla Mayor;De 0 a 15 años;Mujeres;Población;421;
Isla Mayor;De 0 a 15 años;Ambos sexos;Población;865;
Isla Mayor;De 16 a 64 años;Hombres;Población;1971;
Isla Mayor;De 16 a 64 años;Mujeres;Población;1903;
Isla Mayor;De 16 a 64 años;Ambos sexos;Población;3874;
Isla Mayor;De 65 y más años;Hombres;Población;464;
Isla Mayor;De 65 y más años;Mujeres;Población;582;
Isla Mayor;De 65 y más años;Ambos sexos;Población;1046;
Isla Mayor;TOTAL;Hombres;Población;2879;
Isla Mayor;TOTAL;Mujeres;Población;2906;
Isla Mayor;TOTAL;Ambos sexos;Población;5785;
La Algaba;De 0 a 15 años;Hombres;Población;1530;
La Algaba;De 0 a 15 años;Mujeres;Población;1518;
La Algaba;De 0 a 15 años;Ambos sexos;Población;3048;
La Algaba;De 16 a 64 años;Hombres;Población;5549;
La Algaba;De 16 a 64 años;Mujeres;Población;5513;
La Algaba;De 16 a 64 años;Ambos sexos;Población;11062;
La Algaba;De 65 y más años;Hombres;Población;1164;
La Algaba;De 65 y más años;Mujeres;Población;1481;
La Algaba;De 65 y más años;Ambos sexos;Población;2645;
La Algaba;TOTAL;Hombres;Población;8243;
La Algaba;TOTAL;Mujeres;Población;8512;
La Algaba;TOTAL;Ambos sexos;Población;16755;
La Campana;De 0 a 15 años;Hombres;Población;395;
La Campana;De 0 a 15 años;Mujeres;Población;328;
La Campana;De 0 a 15 años;Ambos sexos;Población;723;
La Campana;De 16 a 64 años;Hombres;Población;1693;
La Campana;De 16 a 64 años;Mujeres;Población;1670;
La Campana;De 16 a 64 años;Ambos sexos;Población;3363;
La Campana;De 65 y más años;Hombres;Población;475;
La Campana;De 65 y más años;Mujeres;Población;571;
La Campana;De 65 y más años;Ambos sexos;Población;1046;
La Campana;TOTAL;Hombres;Población;2563;
La Campana;TOTAL;Mujeres;Población;2569;
La Campana;TOTAL;Ambos sexos;Población;5132;
La Luisiana;De 0 a 15 años;Hombres;Población;371;
La Luisiana;De 0 a 15 años;Mujeres;Población;362;
La Luisiana;De 0 a 15 años;Ambos sexos;Población;733;
La Luisiana;De 16 a 64 años;Hombres;Población;1549;
La Luisiana;De 16 a 64 años;Mujeres;Población;1489;
La Luisiana;De 16 a 64 años;Ambos sexos;Población;3038;
La Luisiana;De 65 y más años;Hombres;Población;396;
La Luisiana;De 65 y más años;Mujeres;Población;464;
La Luisiana;De 65 y más años;Ambos sexos;Población;860;
La Luisiana;TOTAL;Hombres;Población;2316;
La Luisiana;TOTAL;Mujeres;Población;2315;
La Luisiana;TOTAL;Ambos sexos;Población;4631;
La Puebla de Cazalla;De 0 a 15 años;Hombres;Población;908;
La Puebla de Cazalla;De 0 a 15 años;Mujeres;Población;842;
La Puebla de Cazalla;De 0 a 15 años;Ambos sexos;Población;1750;
La Puebla de Cazalla;De 16 a 64 años;Hombres;Población;3597;
La Puebla de Cazalla;De 16 a 64 años;Mujeres;Población;3430;
La Puebla de Cazalla;De 16 a 64 años;Ambos sexos;Población;7027;
La Puebla de Cazalla;De 65 y más años;Hombres;Población;894;
La Puebla de Cazalla;De 65 y más años;Mujeres;Población;1146;
La Puebla de Cazalla;De 65 y más años;Ambos sexos;Población;2040;
La Puebla de Cazalla;TOTAL;Hombres;Población;5399;
La Puebla de Cazalla;TOTAL;Mujeres;Población;5418;
La Puebla de Cazalla;TOTAL;Ambos sexos;Población;10817;
La Puebla de los Infantes;De 0 a 15 años;Hombres;Población;193;
La Puebla de los Infantes;De 0 a 15 años;Mujeres;Población;227;
La Puebla de los Infantes;De 0 a 15 años;Ambos sexos;Población;420;
La Puebla de los Infantes;De 16 a 64 años;Hombres;Población;944;
La Puebla de los Infantes;De 16 a 64 años;Mujeres;Población;892;
La Puebla de los Infantes;De 16 a 64 años;Ambos sexos;Población;1836;
La Puebla de los Infantes;De 65 y más años;Hombres;Población;281;
La Puebla de los Infantes;De 65 y más años;Mujeres;Población;380;
La Puebla de los Infantes;De 65 y más años;Ambos sexos;Población;661;
La Puebla de los Infantes;TOTAL;Hombres;Población;1418;
La Puebla de los Infantes;TOTAL;Mujeres;Población;1499;
La Puebla de los Infantes;TOTAL;Ambos sexos;Población;2917;
La Puebla del Río;De 0 a 15 años;Hombres;Población;976;
La Puebla del Río;De 0 a 15 años;Mujeres;Población;914;
La Puebla del Río;De 0 a 15 años;Ambos sexos;Población;1890;
La Puebla del Río;De 16 a 64 años;Hombres;Población;3947;
La Puebla del Río;De 16 a 64 años;Mujeres;Población;3974;
La Puebla del Río;De 16 a 64 años;Ambos sexos;Población;7921;
La Puebla del Río;De 65 y más años;Hombres;Población;904;
La Puebla del Río;De 65 y más años;Mujeres;Población;1145;
La Puebla del Río;De 65 y más años;Ambos sexos;Población;2049;
La Puebla del Río;TOTAL;Hombres;Población;5827;
La Puebla del Río;TOTAL;Mujeres;Población;6033;
La Puebla del Río;TOTAL;Ambos sexos;Población;11860;
La Rinconada;De 0 a 15 años;Hombres;Población;3435;
La Rinconada;De 0 a 15 años;Mujeres;Población;3241;
La Rinconada;De 0 a 15 años;Ambos sexos;Población;6676;
La Rinconada;De 16 a 64 años;Hombres;Población;13881;
La Rinconada;De 16 a 64 años;Mujeres;Población;13959;
La Rinconada;De 16 a 64 años;Ambos sexos;Población;27840;
La Rinconada;De 65 y más años;Hombres;Población;2626;
La Rinconada;De 65 y más años;Mujeres;Población;3190;
La Rinconada;De 65 y más años;Ambos sexos;Población;5816;
La Rinconada;TOTAL;Hombres;Población;19942;
La Rinconada;TOTAL;Mujeres;Población;20390;
La Rinconada;TOTAL;Ambos sexos;Población;40332;
La Roda de Andalucía;De 0 a 15 años;Hombres;Población;299;
La Roda de Andalucía;De 0 a 15 años;Mujeres;Población;328;
La Roda de Andalucía;De 0 a 15 años;Ambos sexos;Población;627;
La Roda de Andalucía;De 16 a 64 años;Hombres;Población;1394;
La Roda de Andalucía;De 16 a 64 años;Mujeres;Población;1340;
La Roda de Andalucía;De 16 a 64 años;Ambos sexos;Población;2734;
La Roda de Andalucía;De 65 y más años;Hombres;Población;376;
La Roda de Andalucía;De 65 y más años;Mujeres;Población;449;
La Roda de Andalucía;De 65 y más años;Ambos sexos;Población;825;
La Roda de Andalucía;TOTAL;Hombres;Población;2069;
La Roda de Andalucía;TOTAL;Mujeres;Población;2117;
La Roda de Andalucía;TOTAL;Ambos sexos;Población;4186;
Lantejuela;De 0 a 15 años;Hombres;Población;345;
Lantejuela;De 0 a 15 años;Mujeres;Población;287;
Lantejuela;De 0 a 15 años;Ambos sexos;Población;632;
Lantejuela;De 16 a 64 años;Hombres;Población;1331;
Lantejuela;De 16 a 64 años;Mujeres;Población;1257;
Lantejuela;De 16 a 64 años;Ambos sexos;Población;2588;
Lantejuela;De 65 y más años;Hombres;Población;302;
Lantejuela;De 65 y más años;Mujeres;Población;338;
Lantejuela;De 65 y más años;Ambos sexos;Población;640;
Lantejuela;TOTAL;Hombres;Población;1978;
Lantejuela;TOTAL;Mujeres;Población;1882;
Lantejuela;TOTAL;Ambos sexos;Población;3860;
Las Cabezas de San Juan;De 0 a 15 años;Hombres;Población;1285;
Las Cabezas de San Juan;De 0 a 15 años;Mujeres;Población;1288;
Las Cabezas de San Juan;De 0 a 15 años;Ambos sexos;Población;2573;
Las Cabezas de San Juan;De 16 a 64 años;Hombres;Población;5684;
Las Cabezas de San Juan;De 16 a 64 años;Mujeres;Población;5486;
Las Cabezas de San Juan;De 16 a 64 años;Ambos sexos;Población;11170;
Las Cabezas de San Juan;De 65 y más años;Hombres;Población;1176;
Las Cabezas de San Juan;De 65 y más años;Mujeres;Población;1481;
Las Cabezas de San Juan;De 65 y más años;Ambos sexos;Población;2657;
Las Cabezas de San Juan;TOTAL;Hombres;Población;8145;
Las Cabezas de San Juan;TOTAL;Mujeres;Población;8255;
Las Cabezas de San Juan;TOTAL;Ambos sexos;Población;16400;
Las Navas de la Concepción;De 0 a 15 años;Hombres;Población;105;
Las Navas de la Concepción;De 0 a 15 años;Mujeres;Población;109;
Las Navas de la Concepción;De 0 a 15 años;Ambos sexos;Población;214;
Las Navas de la Concepción;De 16 a 64 años;Hombres;Población;501;
Las Navas de la Concepción;De 16 a 64 años;Mujeres;Población;454;
Las Navas de la Concepción;De 16 a 64 años;Ambos sexos;Población;955;
Las Navas de la Concepción;De 65 y más años;Hombres;Población;148;
Las Navas de la Concepción;De 65 y más años;Mujeres;Población;204;
Las Navas de la Concepción;De 65 y más años;Ambos sexos;Población;352;
Las Navas de la Concepción;TOTAL;Hombres;Población;754;
Las Navas de la Concepción;TOTAL;Mujeres;Población;767;
Las Navas de la Concepción;TOTAL;Ambos sexos;Población;1521;
Lebrija;De 0 a 15 años;Hombres;Población;2339;
Lebrija;De 0 a 15 años;Mujeres;Población;2191;
Lebrija;De 0 a 15 años;Ambos sexos;Población;4530;
Lebrija;De 16 a 64 años;Hombres;Población;9419;
Lebrija;De 16 a 64 años;Mujeres;Población;9287;
Lebrija;De 16 a 64 años;Ambos sexos;Población;18706;
Lebrija;De 65 y más años;Hombres;Población;2045;
Lebrija;De 65 y más años;Mujeres;Población;2448;
Lebrija;De 65 y más años;Ambos sexos;Población;4493;
Lebrija;TOTAL;Hombres;Población;13803;
Lebrija;TOTAL;Mujeres;Población;13926;
Lebrija;TOTAL;Ambos sexos;Población;27729;
Lora de Estepa;De 0 a 15 años;Hombres;Población;40;
Lora de Estepa;De 0 a 15 años;Mujeres;Población;50;
Lora de Estepa;De 0 a 15 años;Ambos sexos;Población;90;
Lora de Estepa;De 16 a 64 años;Hombres;Población;336;
Lora de Estepa;De 16 a 64 años;Mujeres;Población;280;
Lora de Estepa;De 16 a 64 años;Ambos sexos;Población;616;
Lora de Estepa;De 65 y más años;Hombres;Población;92;
Lora de Estepa;De 65 y más años;Mujeres;Población;93;
Lora de Estepa;De 65 y más años;Ambos sexos;Población;185;
Lora de Estepa;TOTAL;Hombres;Población;468;
Lora de Estepa;TOTAL;Mujeres;Población;423;
Lora de Estepa;TOTAL;Ambos sexos;Población;891;
Lora del Río;De 0 a 15 años;Hombres;Población;1485;
Lora del Río;De 0 a 15 años;Mujeres;Población;1402;
Lora del Río;De 0 a 15 años;Ambos sexos;Población;2887;
Lora del Río;De 16 a 64 años;Hombres;Población;6005;
Lora del Río;De 16 a 64 años;Mujeres;Población;5960;
Lora del Río;De 16 a 64 años;Ambos sexos;Población;11965;
Lora del Río;De 65 y más años;Hombres;Población;1499;
Lora del Río;De 65 y más años;Mujeres;Población;1934;
Lora del Río;De 65 y más años;Ambos sexos;Población;3433;
Lora del Río;TOTAL;Hombres;Población;8989;
Lora del Río;TOTAL;Mujeres;Población;9296;
Lora del Río;TOTAL;Ambos sexos;Población;18285;
Los Corrales;De 0 a 15 años;Hombres;Población;333;
Los Corrales;De 0 a 15 años;Mujeres;Población;282;
Los Corrales;De 0 a 15 años;Ambos sexos;Población;615;
Los Corrales;De 16 a 64 años;Hombres;Población;1344;
Los Corrales;De 16 a 64 años;Mujeres;Población;1255;
Los Corrales;De 16 a 64 años;Ambos sexos;Población;2599;
Los Corrales;De 65 y más años;Hombres;Población;335;
Los Corrales;De 65 y más años;Mujeres;Población;419;
Los Corrales;De 65 y más años;Ambos sexos;Población;754;
Los Corrales;TOTAL;Hombres;Población;2012;
Los Corrales;TOTAL;Mujeres;Población;1956;
Los Corrales;TOTAL;Ambos sexos;Población;3968;
Los Molares;De 0 a 15 años;Hombres;Población;310;
Los Molares;De 0 a 15 años;Mujeres;Población;314;
Los Molares;De 0 a 15 años;Ambos sexos;Población;624;
Los Molares;De 16 a 64 años;Hombres;Población;1297;
Los Molares;De 16 a 64 años;Mujeres;Población;1179;
Los Molares;De 16 a 64 años;Ambos sexos;Población;2476;
Los Molares;De 65 y más años;Hombres;Población;254;
Los Molares;De 65 y más años;Mujeres;Población;292;
Los Molares;De 65 y más años;Ambos sexos;Población;546;
Los Molares;TOTAL;Hombres;Población;1861;
Los Molares;TOTAL;Mujeres;Población;1785;
Los Molares;TOTAL;Ambos sexos;Población;3646;
Los Palacios y Villafranca;De 0 a 15 años;Hombres;Población;3455;
Los Palacios y Villafranca;De 0 a 15 años;Mujeres;Población;3420;
Los Palacios y Villafranca;De 0 a 15 años;Ambos sexos;Población;6875;
Los Palacios y Villafranca;De 16 a 64 años;Hombres;Población;12976;
Los Palacios y Villafranca;De 16 a 64 años;Mujeres;Población;12833;
Los Palacios y Villafranca;De 16 a 64 años;Ambos sexos;Población;25809;
Los Palacios y Villafranca;De 65 y más años;Hombres;Población;2843;
Los Palacios y Villafranca;De 65 y más años;Mujeres;Población;3237;
Los Palacios y Villafranca;De 65 y más años;Ambos sexos;Población;6080;
Los Palacios y Villafranca;TOTAL;Hombres;Población;19274;
Los Palacios y Villafranca;TOTAL;Mujeres;Población;19490;
Los Palacios y Villafranca;TOTAL;Ambos sexos;Población;38764;
Mairena del Alcor;De 0 a 15 años;Hombres;Población;2283;
Mairena del Alcor;De 0 a 15 años;Mujeres;Población;2131;
Mairena del Alcor;De 0 a 15 años;Ambos sexos;Población;4414;
Mairena del Alcor;De 16 a 64 años;Hombres;Población;8215;
Mairena del Alcor;De 16 a 64 años;Mujeres;Población;8070;
Mairena del Alcor;De 16 a 64 años;Ambos sexos;Población;16285;
Mairena del Alcor;De 65 y más años;Hombres;Población;1632;
Mairena del Alcor;De 65 y más años;Mujeres;Población;1957;
Mairena del Alcor;De 65 y más años;Ambos sexos;Población;3589;
Mairena del Alcor;TOTAL;Hombres;Población;12130;
Mairena del Alcor;TOTAL;Mujeres;Población;12158;
Mairena del Alcor;TOTAL;Ambos sexos;Población;24288;
Mairena del Aljarafe;De 0 a 15 años;Hombres;Población;4347;
Mairena del Aljarafe;De 0 a 15 años;Mujeres;Población;4132;
Mairena del Aljarafe;De 0 a 15 años;Ambos sexos;Población;8479;
Mairena del Aljarafe;De 16 a 64 años;Hombres;Población;15504;
Mairena del Aljarafe;De 16 a 64 años;Mujeres;Población;16215;
Mairena del Aljarafe;De 16 a 64 años;Ambos sexos;Población;31719;
Mairena del Aljarafe;De 65 y más años;Hombres;Población;3368;
Mairena del Aljarafe;De 65 y más años;Mujeres;Población;4340;
Mairena del Aljarafe;De 65 y más años;Ambos sexos;Población;7708;
Mairena del Aljarafe;TOTAL;Hombres;Población;23219;
Mairena del Aljarafe;TOTAL;Mujeres;Población;24687;
Mairena del Aljarafe;TOTAL;Ambos sexos;Población;47906;
Marchena;De 0 a 15 años;Hombres;Población;1646;
Marchena;De 0 a 15 años;Mujeres;Población;1630;
Marchena;De 0 a 15 años;Ambos sexos;Población;3276;
Marchena;De 16 a 64 años;Hombres;Población;6311;
Marchena;De 16 a 64 años;Mujeres;Población;6240;
Marchena;De 16 a 64 años;Ambos sexos;Población;12551;
Marchena;De 65 y más años;Hombres;Población;1613;
Marchena;De 65 y más años;Mujeres;Población;1959;
Marchena;De 65 y más años;Ambos sexos;Población;3572;
Marchena;TOTAL;Hombres;Población;9570;
Marchena;TOTAL;Mujeres;Población;9829;
Marchena;TOTAL;Ambos sexos;Población;19399;
Marinaleda;De 0 a 15 años;Hombres;Población;179;
Marinaleda;De 0 a 15 años;Mujeres;Población;191;
Marinaleda;De 0 a 15 años;Ambos sexos;Población;370;
Marinaleda;De 16 a 64 años;Hombres;Población;897;
Marinaleda;De 16 a 64 años;Mujeres;Población;830;
Marinaleda;De 16 a 64 años;Ambos sexos;Población;1727;
Marinaleda;De 65 y más años;Hombres;Población;218;
Marinaleda;De 65 y más años;Mujeres;Población;255;
Marinaleda;De 65 y más años;Ambos sexos;Población;473;
Marinaleda;TOTAL;Hombres;Población;1294;
Marinaleda;TOTAL;Mujeres;Población;1276;
Marinaleda;TOTAL;Ambos sexos;Población;2570;
Martín de la Jara;De 0 a 15 años;Hombres;Población;207;
Martín de la Jara;De 0 a 15 años;Mujeres;Población;166;
Martín de la Jara;De 0 a 15 años;Ambos sexos;Población;373;
Martín de la Jara;De 16 a 64 años;Hombres;Población;917;
Martín de la Jara;De 16 a 64 años;Mujeres;Población;840;
Martín de la Jara;De 16 a 64 años;Ambos sexos;Población;1757;
Martín de la Jara;De 65 y más años;Hombres;Población;238;
Martín de la Jara;De 65 y más años;Mujeres;Población;277;
Martín de la Jara;De 65 y más años;Ambos sexos;Población;515;
Martín de la Jara;TOTAL;Hombres;Población;1362;
Martín de la Jara;TOTAL;Mujeres;Población;1283;
Martín de la Jara;TOTAL;Ambos sexos;Población;2645;
Montellano;De 0 a 15 años;Hombres;Población;576;
Montellano;De 0 a 15 años;Mujeres;Población;548;
Montellano;De 0 a 15 años;Ambos sexos;Población;1124;
Montellano;De 16 a 64 años;Hombres;Población;2351;
Montellano;De 16 a 64 años;Mujeres;Población;2307;
Montellano;De 16 a 64 años;Ambos sexos;Población;4658;
Montellano;De 65 y más años;Hombres;Población;585;
Montellano;De 65 y más años;Mujeres;Población;672;
Montellano;De 65 y más años;Ambos sexos;Población;1257;
Montellano;TOTAL;Hombres;Población;3512;
Montellano;TOTAL;Mujeres;Población;3527;
Montellano;TOTAL;Ambos sexos;Población;7039;
Morón de la Frontera;De 0 a 15 años;Hombres;Población;2028;
Morón de la Frontera;De 0 a 15 años;Mujeres;Población;1908;
Morón de la Frontera;De 0 a 15 años;Ambos sexos;Población;3936;
Morón de la Frontera;De 16 a 64 años;Hombres;Población;8919;
Morón de la Frontera;De 16 a 64 años;Mujeres;Población;8758;
Morón de la Frontera;De 16 a 64 años;Ambos sexos;Población;17677;
Morón de la Frontera;De 65 y más años;Hombres;Población;2427;
Morón de la Frontera;De 65 y más años;Mujeres;Población;3178;
Morón de la Frontera;De 65 y más años;Ambos sexos;Población;5605;
Morón de la Frontera;TOTAL;Hombres;Población;13374;
Morón de la Frontera;TOTAL;Mujeres;Población;13844;
Morón de la Frontera;TOTAL;Ambos sexos;Población;27218;
Olivares;De 0 a 15 años;Hombres;Población;779;
Olivares;De 0 a 15 años;Mujeres;Población;681;
Olivares;De 0 a 15 años;Ambos sexos;Población;1460;
Olivares;De 16 a 64 años;Hombres;Población;3285;
Olivares;De 16 a 64 años;Mujeres;Población;3242;
Olivares;De 16 a 64 años;Ambos sexos;Población;6527;
Olivares;De 65 y más años;Hombres;Población;704;
