Territorio;Sexo;Medida;Valor;
E. singular Ogarite;Hombres;Población;110;
E. singular Ogarite;Mujeres;Población;92;
Núcleo El Chirral;Ambos sexos;Población;9;
Núcleo El Chirral;Hombres;Población;6;
Núcleo El Chirral;Mujeres;Población;3;
Núcleo El Frax;Ambos sexos;Población;77;
Núcleo El Frax;Hombres;Población;42;
Núcleo El Frax;Mujeres;Población;35;
Núcleo El Marchal;Ambos sexos;Población;19;
Núcleo El Marchal;Hombres;Población;10;
Núcleo El Marchal;Mujeres;Población;9;
Núcleo Los Chulos;Ambos sexos;Población;10;
Núcleo Los Chulos;Hombres;Población;5;
Núcleo Los Chulos;Mujeres;Población;5;
Núcleo Los Maguas;Ambos sexos;Población;15;
Núcleo Los Maguas;Hombres;Población;7;
Núcleo Los Maguas;Mujeres;Población;8;
Núcleo Madrid;Ambos sexos;Población;15;
Núcleo Madrid;Hombres;Población;8;
Núcleo Madrid;Mujeres;Población;7;
Diseminado de Ogarite;Ambos sexos;Población;57;
Diseminado de Ogarite;Hombres;Población;32;
Diseminado de Ogarite;Mujeres;Población;25;
E. singular Oria;Ambos sexos;Población;1005;
E. singular Oria;Hombres;Población;526;
E. singular Oria;Mujeres;Población;479;
Núcleo Oria;Ambos sexos;Población;955;
Núcleo Oria;Hombres;Población;499;
Núcleo Oria;Mujeres;Población;456;
Diseminado de Oria;Ambos sexos;Población;50;
Diseminado de Oria;Hombres;Población;27;
Diseminado de Oria;Mujeres;Población;23;
Padules;Ambos sexos;Población;439;
Padules;Hombres;Población;238;
Padules;Mujeres;Población;201;
E. singular Padules;Ambos sexos;Población;439;
E. singular Padules;Hombres;Población;238;
E. singular Padules;Mujeres;Población;201;
Núcleo Padules;Ambos sexos;Población;435;
Núcleo Padules;Hombres;Población;234;
Núcleo Padules;Mujeres;Población;201;
Diseminado de Padules;Ambos sexos;Población;4;
Diseminado de Padules;Hombres;Población;4;
Diseminado de Padules;Mujeres;Población;-;
Partaloa;Ambos sexos;Población;889;
Partaloa;Hombres;Población;438;
Partaloa;Mujeres;Población;451;
E. singular El Cerrogordo;Ambos sexos;Población;136;
E. singular El Cerrogordo;Hombres;Población;68;
E. singular El Cerrogordo;Mujeres;Población;68;
Núcleo El Cerrogordo;Ambos sexos;Población;106;
Núcleo El Cerrogordo;Hombres;Población;54;
Núcleo El Cerrogordo;Mujeres;Población;52;
Diseminado de El Cerrogordo;Ambos sexos;Población;30;
Diseminado de El Cerrogordo;Hombres;Población;14;
Diseminado de El Cerrogordo;Mujeres;Población;16;
E. singular El Retamar;Ambos sexos;Población;69;
E. singular El Retamar;Hombres;Población;34;
E. singular El Retamar;Mujeres;Población;35;
Núcleo El Retamar;Ambos sexos;Población;69;
Núcleo El Retamar;Hombres;Población;34;
Núcleo El Retamar;Mujeres;Población;35;
E. singular La Piedra Amarilla;Ambos sexos;Población;352;
E. singular La Piedra Amarilla;Hombres;Población;173;
E. singular La Piedra Amarilla;Mujeres;Población;179;
Núcleo La Piedra Amarilla;Ambos sexos;Población;191;
Núcleo La Piedra Amarilla;Hombres;Población;92;
Núcleo La Piedra Amarilla;Mujeres;Población;99;
Diseminado de La Piedra Amarilla;Ambos sexos;Población;161;
Diseminado de La Piedra Amarilla;Hombres;Población;81;
Diseminado de La Piedra Amarilla;Mujeres;Población;80;
E. singular Partaloa;Ambos sexos;Población;332;
E. singular Partaloa;Hombres;Población;163;
E. singular Partaloa;Mujeres;Población;169;
Núcleo Partaloa;Ambos sexos;Población;276;
Núcleo Partaloa;Hombres;Población;136;
Núcleo Partaloa;Mujeres;Población;140;
Diseminado de Partaloa;Ambos sexos;Población;56;
Diseminado de Partaloa;Hombres;Población;27;
Diseminado de Partaloa;Mujeres;Población;29;
Paterna del Río;Ambos sexos;Población;396;
Paterna del Río;Hombres;Población;219;
Paterna del Río;Mujeres;Población;177;
E. singular Guarros;Ambos sexos;Población;59;
E. singular Guarros;Hombres;Población;34;
E. singular Guarros;Mujeres;Población;25;
Núcleo Guarros;Ambos sexos;Población;59;
Núcleo Guarros;Hombres;Población;34;
Núcleo Guarros;Mujeres;Población;25;
E. singular Paterna del Río;Ambos sexos;Población;337;
E. singular Paterna del Río;Hombres;Población;185;
E. singular Paterna del Río;Mujeres;Población;152;
Núcleo Paterna del Río;Ambos sexos;Población;319;
Núcleo Paterna del Río;Hombres;Población;172;
Núcleo Paterna del Río;Mujeres;Población;147;
Diseminado de Paterna del Río;Ambos sexos;Población;18;
Diseminado de Paterna del Río;Hombres;Población;13;
Diseminado de Paterna del Río;Mujeres;Población;5;
Pechina;Ambos sexos;Población;4510;
Pechina;Hombres;Población;2336;
Pechina;Mujeres;Población;2174;
E. singular Pechina;Ambos sexos;Población;4474;
E. singular Pechina;Hombres;Población;2318;
E. singular Pechina;Mujeres;Población;2156;
Núcleo Pechina;Ambos sexos;Población;3174;
Núcleo Pechina;Hombres;Población;1616;
Núcleo Pechina;Mujeres;Población;1558;
Diseminado de Pechina;Ambos sexos;Población;1300;
Diseminado de Pechina;Hombres;Población;702;
Diseminado de Pechina;Mujeres;Población;598;
E. singular Sierra Alhamilla;Ambos sexos;Población;36;
E. singular Sierra Alhamilla;Hombres;Población;18;
E. singular Sierra Alhamilla;Mujeres;Población;18;
Núcleo Sierra Alhamilla;Ambos sexos;Población;20;
Núcleo Sierra Alhamilla;Hombres;Población;9;
Núcleo Sierra Alhamilla;Mujeres;Población;11;
Diseminado de Sierra Alhamilla;Ambos sexos;Población;16;
Diseminado de Sierra Alhamilla;Hombres;Población;9;
Diseminado de Sierra Alhamilla;Mujeres;Población;7;
Pulpí;Ambos sexos;Población;12123;
Pulpí;Hombres;Población;6290;
Pulpí;Mujeres;Población;5833;
E. singular Barrio Mortero;Ambos sexos;Población;30;
E. singular Barrio Mortero;Hombres;Población;16;
E. singular Barrio Mortero;Mujeres;Población;14;
Núcleo Barrio Mortero;Ambos sexos;Población;30;
Núcleo Barrio Mortero;Hombres;Población;16;
Núcleo Barrio Mortero;Mujeres;Población;14;
E. singular Benzal;Ambos sexos;Población;21;
E. singular Benzal;Hombres;Población;14;
E. singular Benzal;Mujeres;Población;7;
Diseminado de Benzal;Ambos sexos;Población;21;
Diseminado de Benzal;Hombres;Población;14;
Diseminado de Benzal;Mujeres;Población;7;
E. singular El Cocón;Ambos sexos;Población;18;
E. singular El Cocón;Hombres;Población;8;
E. singular El Cocón;Mujeres;Población;10;
Diseminado de El Cocón;Ambos sexos;Población;18;
Diseminado de El Cocón;Hombres;Población;8;
Diseminado de El Cocón;Mujeres;Población;10;
E. singular El Convoy;Ambos sexos;Población;793;
E. singular El Convoy;Hombres;Población;412;
E. singular El Convoy;Mujeres;Población;381;
Núcleo El Convoy;Ambos sexos;Población;525;
Núcleo El Convoy;Hombres;Población;265;
Núcleo El Convoy;Mujeres;Población;260;
Núcleo Los Canos;Ambos sexos;Población;177;
Núcleo Los Canos;Hombres;Población;87;
Núcleo Los Canos;Mujeres;Población;90;
Diseminado de El Convoy;Ambos sexos;Población;91;
Diseminado de El Convoy;Hombres;Población;60;
Diseminado de El Convoy;Mujeres;Población;31;
E. singular El Molino;Ambos sexos;Población;74;
E. singular El Molino;Hombres;Población;48;
E. singular El Molino;Mujeres;Población;26;
Diseminado de El Molino;Ambos sexos;Población;74;
Diseminado de El Molino;Hombres;Población;48;
Diseminado de El Molino;Mujeres;Población;26;
E. singular La Estación;Ambos sexos;Población;1086;
E. singular La Estación;Hombres;Población;556;
E. singular La Estación;Mujeres;Población;530;
Núcleo La Estación;Ambos sexos;Población;1086;
Núcleo La Estación;Hombres;Población;556;
Núcleo La Estación;Mujeres;Población;530;
E. singular La Fuente;Ambos sexos;Población;1316;
E. singular La Fuente;Hombres;Población;655;
E. singular La Fuente;Mujeres;Población;661;
Núcleo La Fuente;Ambos sexos;Población;1285;
Núcleo La Fuente;Hombres;Población;639;
Núcleo La Fuente;Mujeres;Población;646;
Diseminado de La Fuente;Ambos sexos;Población;31;
Diseminado de La Fuente;Hombres;Población;16;
Diseminado de La Fuente;Mujeres;Población;15;
E. singular La Herradura;Ambos sexos;Población;7;
E. singular La Herradura;Hombres;Población;4;
E. singular La Herradura;Mujeres;Población;3;
Diseminado de La Herradura;Ambos sexos;Población;7;
Diseminado de La Herradura;Hombres;Población;4;
Diseminado de La Herradura;Mujeres;Población;3;
E. singular Los Aznares;Ambos sexos;Población;56;
E. singular Los Aznares;Hombres;Población;29;
E. singular Los Aznares;Mujeres;Población;27;
Núcleo Los Aznares;Ambos sexos;Población;56;
Núcleo Los Aznares;Hombres;Población;29;
Núcleo Los Aznares;Mujeres;Población;27;
E. singular Los Campoys;Ambos sexos;Población;71;
E. singular Los Campoys;Hombres;Población;34;
E. singular Los Campoys;Mujeres;Población;37;
Núcleo Los Campoys;Ambos sexos;Población;37;
Núcleo Los Campoys;Hombres;Población;18;
Núcleo Los Campoys;Mujeres;Población;19;
Diseminado de Los Campoys;Ambos sexos;Población;34;
Diseminado de Los Campoys;Hombres;Población;16;
Diseminado de Los Campoys;Mujeres;Población;18;
E. singular Los Caparroses;Ambos sexos;Población;26;
E. singular Los Caparroses;Hombres;Población;15;
E. singular Los Caparroses;Mujeres;Población;11;
Núcleo Los Caparroses;Ambos sexos;Población;26;
Núcleo Los Caparroses;Hombres;Población;15;
Núcleo Los Caparroses;Mujeres;Población;11;
E. singular Los Pinares;Ambos sexos;Población;19;
E. singular Los Pinares;Hombres;Población;13;
E. singular Los Pinares;Mujeres;Población;6;
Diseminado de Los Pinares;Ambos sexos;Población;19;
Diseminado de Los Pinares;Hombres;Población;13;
Diseminado de Los Pinares;Mujeres;Población;6;
E. singular Los Soleres;Ambos sexos;Población;57;
E. singular Los Soleres;Hombres;Población;35;
E. singular Los Soleres;Mujeres;Población;22;
Diseminado de Los Soleres;Ambos sexos;Población;57;
Diseminado de Los Soleres;Hombres;Población;35;
Diseminado de Los Soleres;Mujeres;Población;22;
E. singular Pilar de Jaravía;Ambos sexos;Población;226;
E. singular Pilar de Jaravía;Hombres;Población;119;
E. singular Pilar de Jaravía;Mujeres;Población;107;
Núcleo Los Jurados;Ambos sexos;Población;32;
Núcleo Los Jurados;Hombres;Población;18;
Núcleo Los Jurados;Mujeres;Población;14;
Núcleo Pilar de Jaravía;Ambos sexos;Población;141;
Núcleo Pilar de Jaravía;Hombres;Población;71;
Núcleo Pilar de Jaravía;Mujeres;Población;70;
Diseminado de Pilar de Jaravía;Ambos sexos;Población;53;
Diseminado de Pilar de Jaravía;Hombres;Población;30;
Diseminado de Pilar de Jaravía;Mujeres;Población;23;
E. singular Pozo de la Higuera;Ambos sexos;Población;458;
E. singular Pozo de la Higuera;Hombres;Población;257;
E. singular Pozo de la Higuera;Mujeres;Población;201;
Núcleo Pozo de la Higuera;Ambos sexos;Población;447;
Núcleo Pozo de la Higuera;Hombres;Población;251;
Núcleo Pozo de la Higuera;Mujeres;Población;196;
Diseminado de Pozo de la Higuera;Ambos sexos;Población;11;
Diseminado de Pozo de la Higuera;Hombres;Población;6;
Diseminado de Pozo de la Higuera;Mujeres;Población;5;
E. singular Pozo del Esparto;Ambos sexos;Población;9;
E. singular Pozo del Esparto;Hombres;Población;9;
E. singular Pozo del Esparto;Mujeres;Población;-;
Diseminado de Pozo del Esparto;Ambos sexos;Población;9;
Diseminado de Pozo del Esparto;Hombres;Población;9;
Diseminado de Pozo del Esparto;Mujeres;Población;-;
E. singular Pulpí;Ambos sexos;Población;5749;
E. singular Pulpí;Hombres;Población;2969;
E. singular Pulpí;Mujeres;Población;2780;
Núcleo Pulpí;Ambos sexos;Población;5132;
Núcleo Pulpí;Hombres;Población;2574;
Núcleo Pulpí;Mujeres;Población;2558;
Diseminado de Pulpí;Ambos sexos;Población;617;
Diseminado de Pulpí;Hombres;Población;395;
Diseminado de Pulpí;Mujeres;Población;222;
E. singular San Juan de Terreros;Ambos sexos;Población;2107;
E. singular San Juan de Terreros;Hombres;Población;1097;
E. singular San Juan de Terreros;Mujeres;Población;1010;
Núcleo San Juan de Terreros;Ambos sexos;Población;2092;
Núcleo San Juan de Terreros;Hombres;Población;1088;
Núcleo San Juan de Terreros;Mujeres;Población;1004;
Diseminado de San Juan de Terreros;Ambos sexos;Población;15;
Diseminado de San Juan de Terreros;Hombres;Población;9;
Diseminado de San Juan de Terreros;Mujeres;Población;6;
Purchena;Ambos sexos;Población;1535;
Purchena;Hombres;Población;779;
Purchena;Mujeres;Población;756;
E. singular El Campillo;Ambos sexos;Población;93;
E. singular El Campillo;Hombres;Población;50;
E. singular El Campillo;Mujeres;Población;43;
Núcleo El Campillo;Ambos sexos;Población;39;
Núcleo El Campillo;Hombres;Población;20;
Núcleo El Campillo;Mujeres;Población;19;
Diseminado de El Campillo;Ambos sexos;Población;54;
Diseminado de El Campillo;Hombres;Población;30;
Diseminado de El Campillo;Mujeres;Población;24;
E. singular Purchena;Ambos sexos;Población;1442;
E. singular Purchena;Hombres;Población;729;
E. singular Purchena;Mujeres;Población;713;
Núcleo Purchena;Ambos sexos;Población;1284;
Núcleo Purchena;Hombres;Población;653;
Núcleo Purchena;Mujeres;Población;631;
Diseminado de Purchena;Ambos sexos;Población;158;
Diseminado de Purchena;Hombres;Población;76;
Diseminado de Purchena;Mujeres;Población;82;
Rágol;Ambos sexos;Población;299;
Rágol;Hombres;Población;155;
Rágol;Mujeres;Población;144;
E. singular Rágol;Ambos sexos;Población;299;
E. singular Rágol;Hombres;Población;155;
E. singular Rágol;Mujeres;Población;144;
Núcleo Rágol;Ambos sexos;Población;283;
Núcleo Rágol;Hombres;Población;146;
Núcleo Rágol;Mujeres;Población;137;
Diseminado de Rágol;Ambos sexos;Población;16;
Diseminado de Rágol;Hombres;Población;9;
Diseminado de Rágol;Mujeres;Población;7;
Rioja;Ambos sexos;Población;1612;
Rioja;Hombres;Población;830;
Rioja;Mujeres;Población;782;
E. singular Abriojal;Ambos sexos;Población;41;
E. singular Abriojal;Hombres;Población;25;
E. singular Abriojal;Mujeres;Población;16;
Diseminado de Abriojal;Ambos sexos;Población;41;
Diseminado de Abriojal;Hombres;Población;25;
Diseminado de Abriojal;Mujeres;Población;16;
E. singular Marraque;Ambos sexos;Población;102;
E. singular Marraque;Hombres;Población;49;
E. singular Marraque;Mujeres;Población;53;
Núcleo Marraque;Ambos sexos;Población;50;
Núcleo Marraque;Hombres;Población;21;
Núcleo Marraque;Mujeres;Población;29;
Diseminado de Marraque;Ambos sexos;Población;52;
Diseminado de Marraque;Hombres;Población;28;
Diseminado de Marraque;Mujeres;Población;24;
E. singular Rioja;Ambos sexos;Población;1469;
E. singular Rioja;Hombres;Población;756;
E. singular Rioja;Mujeres;Población;713;
Núcleo Rioja;Ambos sexos;Población;1367;
Núcleo Rioja;Hombres;Población;705;
Núcleo Rioja;Mujeres;Población;662;
Diseminado de Rioja;Ambos sexos;Población;102;
Diseminado de Rioja;Hombres;Población;51;
Diseminado de Rioja;Mujeres;Población;51;
Roquetas de Mar;Ambos sexos;Población;108348;
Roquetas de Mar;Hombres;Población;56249;
Roquetas de Mar;Mujeres;Población;52099;
E. singular Aguadulce;Ambos sexos;Población;17917;
E. singular Aguadulce;Hombres;Población;8730;
E. singular Aguadulce;Mujeres;Población;9187;
Núcleo Aguadulce;Ambos sexos;Población;17917;
Núcleo Aguadulce;Hombres;Población;8730;
Núcleo Aguadulce;Mujeres;Población;9187;
E. singular Campillo del Moro;Ambos sexos;Población;14378;
E. singular Campillo del Moro;Hombres;Población;7029;
E. singular Campillo del Moro;Mujeres;Población;7349;
Núcleo Campillo del Moro;Ambos sexos;Población;14266;
Núcleo Campillo del Moro;Hombres;Población;6969;
Núcleo Campillo del Moro;Mujeres;Población;7297;
Diseminado de Campillo del Moro;Ambos sexos;Población;112;
Diseminado de Campillo del Moro;Hombres;Población;60;
Diseminado de Campillo del Moro;Mujeres;Población;52;
E. singular Cortijos de Marín;Ambos sexos;Población;3039;
E. singular Cortijos de Marín;Hombres;Población;1813;
E. singular Cortijos de Marín;Mujeres;Población;1226;
Núcleo Cortijos de Marín;Ambos sexos;Población;2943;
Núcleo Cortijos de Marín;Hombres;Población;1736;
Núcleo Cortijos de Marín;Mujeres;Población;1207;
Diseminado de Cortijos de Marín;Ambos sexos;Población;96;
Diseminado de Cortijos de Marín;Hombres;Población;77;
Diseminado de Cortijos de Marín;Mujeres;Población;19;
E. singular El Parador de las Hortichuelas;Ambos sexos;Población;10498;
E. singular El Parador de las Hortichuelas;Hombres;Población;5255;
E. singular El Parador de las Hortichuelas;Mujeres;Población;5243;
Núcleo El Parador de las Hortichuelas;Ambos sexos;Población;10437;
Núcleo El Parador de las Hortichuelas;Hombres;Población;5212;
Núcleo El Parador de las Hortichuelas;Mujeres;Población;5225;
Diseminado de El Parador de las Hortichuelas;Ambos sexos;Población;61;
Diseminado de El Parador de las Hortichuelas;Hombres;Población;43;
Diseminado de El Parador de las Hortichuelas;Mujeres;Población;18;
E. singular El Solanillo;Ambos sexos;Población;552;
E. singular El Solanillo;Hombres;Población;313;
E. singular El Solanillo;Mujeres;Población;239;
Núcleo El Solanillo;Ambos sexos;Población;478;
Núcleo El Solanillo;Hombres;Población;262;
Núcleo El Solanillo;Mujeres;Población;216;
Diseminado de El Solanillo;Ambos sexos;Población;74;
Diseminado de El Solanillo;Hombres;Población;51;
Diseminado de El Solanillo;Mujeres;Población;23;
E. singular Las Marinas;Ambos sexos;Población;5541;
E. singular Las Marinas;Hombres;Población;2858;
E. singular Las Marinas;Mujeres;Población;2683;
Núcleo Las Marinas;Ambos sexos;Población;5443;
Núcleo Las Marinas;Hombres;Población;2801;
Núcleo Las Marinas;Mujeres;Población;2642;
Diseminado de Las Marinas;Ambos sexos;Población;98;
Diseminado de Las Marinas;Hombres;Población;57;
Diseminado de Las Marinas;Mujeres;Población;41;
E. singular Roquetas de Mar;Ambos sexos;Población;51425;
E. singular Roquetas de Mar;Hombres;Población;27710;
E. singular Roquetas de Mar;Mujeres;Población;23715;
Núcleo Roquetas de Mar;Ambos sexos;Población;50938;
Núcleo Roquetas de Mar;Hombres;Población;27358;
Núcleo Roquetas de Mar;Mujeres;Población;23580;
